_,_,_,_,_,_,0,_,_,_,_,_,_,0,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,
_,_,_,_,_,_,_,_,_,_,_,_,_,1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,
_,_,_,_,_,_,2,_,_,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,4,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,_,_,_,_,_,_,_,S,S,_,_,_,_,S,_,5,S,_,_,_,_,_,S,_,_,_,S,_,_,S,S,S,_,_,_,_,S,S,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,6,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,8,8,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,8,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,9,9,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,10,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,11,12,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,13,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,_,_,14,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,16,_,_,_,_,_,_,S,16,16,_,_,_,_,16,_,_,_,_,_,_,_,_,_,_,_,_,16,_,_,16,16,16,_,_,_,_,16,16,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,-1,_,_,_,_,_,_,_,-1,-1,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,-1,-1,-1,_,_,_,_,-1,17,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,_,_,_,_,_,_,_,S,S,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,S,S,S,_,_,_,_,S,19,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,20,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,21,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,22,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,-1,_,_,_,_,_,_,_,-1,24,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,-1,-1,-1,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,_,_,_,_,_,_,_,S,26,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,S,S,S,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,27,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,29,_,_,_,_,_,_,_,29,_,_,_,_,_,29,_,_,_,_,_,_,_,_,_,-1,_,_,29,_,-1,29,29,-1,_,_,_,_,29,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,31,S,S,_,_,_,_,_,32,_,_,_,_,_,35,_,_,_,_,_,_,_,_,_,S,_,_,33,_,S,34,34,S,_,_,_,_,35,_,_,S,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,36,S,S,_,_,_,_,_,S,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,S,_,_,S,_,S,S,S,S,_,_,_,_,S,_,_,S,_,_,_,_,_,_,_,_,_,_,_,
S,_,_,37,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,39,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,S,_,_,_,_,_,40,_,_,_,_,_,_,_,_,_,S,_,_,S,_,S,S,S,S,_,_,_,_,40,_,_,S,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,41,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,43,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,44,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,S,_,_,S,_,S,S,S,S,_,_,_,_,S,_,_,S,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,S,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,S,_,_,45,_,S,S,S,S,_,_,_,_,S,_,_,S,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,S,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,S,_,_,S,_,47,S,S,S,_,_,_,_,S,_,_,46,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,S,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,S,_,_,S,_,S,48,49,S,_,_,_,_,S,_,_,S,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,52,50,51,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,53,53,53,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,53,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,_,_,-1,_,_,_,_,_,_,54,54,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,56,56,56,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,56,S,_,_,_,_,_,_,S,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,_,_,-1,_,_,_,_,_,_,-1,-1,57,57,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,60,60,60,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,59,S,_,_,_,_,_,_,S,S,S,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,61,62,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,63,64,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,66,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,68,68,68,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,67,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,69,_,_,_,_,_,_,_,_,
_,_,_,70,71,72,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,S,S,S,S,S,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,73,74,_,_,_,_,_,_,_,_,_,
_,_,_,S,S,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,75,76,77,78,79,80,_,_,
_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,81,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,82,_,_,_,_,_,_,-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,84,_,_,_,_,_,_,_,_,_,_,_,_,_,_,S,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,-1,_,_,_,_,85,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,
